device_id,account_id,device_type,os,device_fingerprint,first_seen_date,last_seen_date,is_trusted_device,sim_change_detected,jailbroken_rooted,device_status,previous_device_id,evidence_status
DEV-G9YBRD,ACC-XMSTP3X,WEB,Windows 10 / Edge,fp-d682b0360bc1,2025-12-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-K10EG1,ACC-XQ6ARCR,MOBILE,iOS 17,fp-a6d371d25045,2021-01-23,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-HEJ5KW,ACC-XQS3H4D,MOBILE,Android 13,fp-c7e76a9034c6,2024-06-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-0DFUHV,ACC-XSK28T7,MOBILE,Android 14,fp-5b8ea1e91f3e,2026-06-17,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-80L690,ACC-XU0COJB,MOBILE,Android 13,fp-31edd7612c22,2023-05-22,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-Y4AEF6,ACC-XXV6AZE,MOBILE,Android 13,fp-6eb869ebbfee,2021-11-05,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-81QYTF,ACC-Y1WIZ9P,MOBILE,iOS 17,fp-c13e88e2de26,2020-05-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-G4Q94U,ACC-YRJVZA6,MOBILE,Android 14,fp-b0ef4cd63ccc,2024-10-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-UJH5NM,ACC-YRJVZA6,TABLET,Android 14 (Tablet),fp-9a5b258dab99,2026-05-15,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7YPWJW,ACC-YSN7NG9,MOBILE,iOS 16,fp-14b1562e279e,2020-07-10,2025-11-18,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-SZ6CZY,ACC-YSN7NG9,MOBILE,Android 12,fp-adfb375ff82a,2020-07-30,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-02TARU,ACC-YSN7NG9,MOBILE,Android 13,fp-94d1146b0beb,2025-11-18,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-7YPWJW,AVAILABLE
DEV-YL6VD1,ACC-YTFDRY5,MOBILE,Android 12,fp-7eb474d00a8e,2020-02-28,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-62JJ3P,ACC-YTFDRY5,WEB,Windows 11 / Chrome,fp-e3b807fe6509,2025-09-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-K54NSU,ACC-YYUG5GN,MOBILE,Android 12,fp-2bef902f5806,2025-04-10,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-86SSBX,ACC-Z565OD7,MOBILE,Android 13,fp-0f3d403a4b8c,2020-08-08,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-9TXLP8,ACC-Z9UR73A,MOBILE,iOS 16,fp-16efefbfb92d,2022-12-02,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-2RWME8,ACC-ZAQ8H3X,MOBILE,Android 13,fp-579ed299877e,2024-03-20,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7ECSGW,ACC-ZAQ8H3X,MOBILE,Android 14,fp-a27f8ddbc299,2026-08-21,2026-08-21,FALSE,TRUE,FALSE,ACTIVE,DEV-2RWME8,AVAILABLE
DEV-0ENFMI,ACC-ZC87CVB,MOBILE,iOS 17,fp-36dbc5ceb302,2019-11-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-KSBV3D,ACC-ZJ2O1XJ,MOBILE,iOS 16,fp-790b01fd74a6,2024-02-14,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-5Y6A4G,ACC-ZO2X4GT,MOBILE,iOS 16,fp-a62e5bacbf35,2023-05-13,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-7C4U2L,ACC-ZSDP5YH,MOBILE,iOS 17,fp-918b603dadf7,2021-06-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-ZV6M7W,ACC-ZT3EDK2,MOBILE,Android 14,fp-ee45faba3458,2021-08-25,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1CD20B,ACC-ZV9DKYA,MOBILE,Android 14,fp-50546820f3da,2025-09-10,2025-09-19,FALSE,TRUE,FALSE,RETIRED,,AVAILABLE
DEV-9TWAI4,ACC-ZV9DKYA,MOBILE,Android 14,fp-47a7ce372c71,2025-09-11,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
DEV-1RQB5D,ACC-ZV9DKYA,MOBILE,Android 12,fp-d92244f6294b,2025-09-19,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,DEV-1CD20B,AVAILABLE
DEV-EB3XL4,ACC-ZXCZD9M,MOBILE,Android 12,fp-c49f3acb842f,2024-10-16,2026-08-29,TRUE,FALSE,FALSE,ACTIVE,,AVAILABLE
